sit
Frame 0
286.517		267.188		1745		2		0
287.652		202.757		1746		2		0
288.792		140.949		1838		2		0
299.39		109.844		1755		2		0
255.993		163.453		1850		2		0
241.269		219.011		1916		2		0
234.059		263.856		1836		2		0
235.711		276.637		1812		2		0
324.096		168.065		1848		2		0
333.545		224.487		1916		2		0
339.312		269.614		1841		2		0
336.223		284.459		1825		2		0
270.18		266.563		1760		2		0
259.913		339.641		1827		2		0
260.239		405.995		0		2		0
9999		9999		9999		1		0
302.848		267.825		1756		2		0
308.049		341.247		1792		2		0
305.086		403.727		1879		2		0
9999		9999		9999		1		0
288.499		156.213		1825		2		0
237.78		294.225		1817		2		0
246.479		276.769		1826		2		0
334.006		304.118		1835		2		0
345.001		283.717		0		2		0
Frame 1
286.503		267.18		1744		2		0
287.611		202.742		1749		2		0
288.725		140.937		1841		2		0
299.373		109.859		1752		2		0
255.982		163.453		1851		2		0
241.201		218.988		1921		2		0
234.026		263.875		1841		2		0
235.764		276.541		1814		2		0
324.055		168.072		1851		2		0
333.462		224.487		1920		2		0
339.086		269.029		1838		2		0
336.278		283.902		1827		2		0
270.167		266.559		1762		2		0
259.895		339.628		1825		2		0
260.267		405.868		1898		2		0
9999		9999		9999		1		0
302.833		267.812		1748		2		0
308.019		341.2		1796		2		0
305.576		402.476		1886		2		0
9999		9999		9999		1		0
288.439		156.199		1823		2		0
237.635		294.213		1816		2		0
246.356		276.313		1823		2		0
335.397		304.4		1830		2		0
347.924		274.001		1830		2		0
Frame 2
286.462		267.171		1737		2		0
287.581		202.734		1745		2		0
288.712		140.937		1841		2		0
299.358		109.867		1754		2		0
255.965		163.455		1851		2		0
241.156		218.941		1918		2		0
233.971		263.939		1838		2		0
235.717		276.701		1815		2		0
324.02		168.073		1852		2		0
333.393		224.499		1916		2		0
339.05		269.036		1843		2		0
336.229		284.029		1825		2		0
270.133		266.555		1765		2		0
259.888		339.616		1826		2		0
260.264		405.787		0		2		0
9999		9999		9999		1		0
302.785		267.798		1752		2		0
307.993		341.197		1797		2		0
305.143		403.17		0		2		0
9999		9999		9999		1		0
288.422		156.196		1830		2		0
237.423		294.264		1820		2		0
246.333		279.497		1823		2		0
335.744		304.311		1837		2		0
347.004		273.352		1826		2		0
Frame 3
286.451		267.17		1741		2		0
287.557		202.73		1747		2		0
288.681		140.936		1839		2		0
299.341		109.874		1753		2		0
255.95		163.473		1856		2		0
241.126		218.896		1920		2		0
233.895		263.981		1841		2		0
235.55		276.565		1815		2		0
323.951		168.093		1850		2		0
333.305		224.501		1916		2		0
339.018		269.029		1839		2		0
336.243		284.19		1827		2		0
270.123		266.555		1763		2		0
259.88		339.624		1827		2		0
260.293		405.825		1926		2		0
9999		9999		9999		1		0
302.773		267.796		1755		2		0
307.986		341.226		1798		2		0
305.093		403.266		1866		2		0
9999		9999		9999		1		0
288.393		156.193		1829		2		0
238.155		295.155		1819		2		0
246.379		273.158		1823		2		0
335.773		304.388		1835		2		0
347.911		273.708		1823		2		0
Frame 4
286.417		267.173		1745		2		0
287.518		202.738		1748		2		0
288.643		140.968		1840		2		0
299.311		109.875		1752		2		0
255.934		163.496		1849		2		0
241.092		218.901		1921		2		0
233.875		264.045		1841		2		0
235.77		276.9		1816		2		0
323.919		168.099		1843		2		0
333.224		224.493		1917		2		0
339.007		269.012		1840		2		0
336.221		284.088		1825		2		0
270.096		266.562		1766		2		0
259.841		339.667		1823		2		0
260.267		405.826		1879		2		0
9999		9999		9999		1		0
302.727		267.794		1751		2		0
307.987		341.199		1801		2		0
305.047		403.388		1872		2		0
9999		9999		9999		1		0
288.354		156.216		1833		2		0
238.462		295.231		1821		2		0
246.435		275.822		1823		2		0
333.923		304.155		1839		2		0
